Year,Title,Journal,Authors,Cite,Source
2003,Cortical neurophysiology of anticipatory anxiety: an investigation utilizing steady state probe topography (SSPT),"Neuroimage 20 (2), 975-986, 2003","M Gray, AH Kemp, RB Silberstein, PJ Nathan",93,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:3fE2CSJIrl8C
2003,Assessing inhibitory control: a revised approach to the stop signal task,"Journal of attention disorders 6 (4), 153-161, 2003","JD Carter, M Farrow, RB Silberstein, C Stough, A Tucker, A Pipingas",50,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:9ZlFYXVOiuMC
2003,Preliminary electrophysiological evidence for modulation of the processing of negative affect by serotonin,"ACADEMIC PRESS INC ELSEVIER SCIENCE 51 (2), 198-200, 2003","AH Kemp, MA Gray, P Line, RB Silberstein, PJ Nathan",12,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:_Qo2XoVZTnwC
2003,Fronto-parietal evoked potential synchronization is increased during mental rotation,"NeuroReport 14 (1), 67-71, 2003","RB Silberstein, F Danieli, PL Nunez",64,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:hqOjcs7Dif8C
2003,Emotional Processing in Humans: A Neurophysiological and Psychopharmacological Investigation,"Swinburne University of Technology, Brain Sciences Institute, 2003","AH Kemp, PJ Nathan, RB Silberstein",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:Z5m8FVwuT1cC
2003,Steady state visually evoked potential (SSVEP) topography during AX version of continuous performance task (AX-CPT): Age related effects,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 55, 22-22, 2003","HW Li, R Silberstein",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:cFHS6HbyZ2cC
2003,Inhibitory sculpting of brain functional connectivity and performance on the mental rotation task,"AUSTRALIAN JOURNAL OF PSYCHOLOGY 55, 27-27, 2003","RB Silberstein, PL Nunez, W Park",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:u_35RYKgDlwC
2003,Process monitoring and configural display design: a neuroimaging study,"Theoretical Issues in Ergonomics Science 4 (1-2), 151-174, 2003","P Sanderson, A Pipingas, F Danieli, R Silberstein",17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:ZeXyd9-uunAC
2003,Laser-driven high-energy ion generation for a compact cancer therapy accelerator,"ECLIM 2002: 27th European Conference on Laser Interaction with Matter 5228 …, 2003","K Matsukado, H Daido, Z Li, A Fukumi, Y Hayashi, S Orimo, SV Bulanov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:zCSUwVk65WsC
2003,Energetic protons from a few-micron metallic foil evaporated by an intense laser pulse,"Physical review letters 91 (21), 215001, 2003","K Matsukado, T Esirkepov, K Kinoshita, H Daido, T Utsumi, Z Li, A Fukumi, ...",196,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:WF5omc3nYNoC
2003,Nondrifting relativistic electromagnetic solitons in plasmas,"Laser and Particle Beams 21 (4), 541-544, 2003","M Lontano, M Borghesi, SV Bulanov, TZ Esirkepov, D Farina, N Naumova, ...",8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:j8SEvjWlNXcC
2003,Ultrahigh Light Intensification by a Counter-Propagating Breaking Plasma Wave-Relativistic Flying Parabolic Mirror,"arXiv preprint physics/0309057, 2003","SV Bulanov, T Esirkepov, T Tajima",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:MpfHP-DdYjUC
2003,Light intensification towards the Schwinger limit,"Physical review letters 91 (8), 085001, 2003","SV Bulanov, T Esirkepov, T Tajima",425,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:qjMakFHDy7sC
2003,On the form of the MHD singularity in the 3D and 2D structurally unstable magnetic configurations,"30th EPS Conference on Controlled Fusion and Plasma Physics, 1-36, 2003","SV Bulanov, IN Inovenkov, EY Echkina, AV Leonenko, F Pegoraro",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ef2wPL15CskC
2003,Study of emission spectrum of soliton in plasma; Issledovanie spektra izlucheniya solitona v plazme,unknown,"DV Dylov, FF Kamenets, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:cT3ycOdf_ycC
2003,Theory and computer simulations of the laser accelerated ions,unknown,"SV Bulanov, TZ Esirkepov, Y Kato, T Tajima, VS Khoroshkov, K Nishihara, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:TiIbgCYny7sC
2003,Formation of Electromagnetic Postsolitons in Plasmas,"Physical Review Letters 87 (18), 2003","SV Bulanov, TZ Esirkepov, D Farina, NM Naumova, K Nishihara",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:PE7idaa4iPMC
2003,Fast Formation of Magnetic Islands in a Plasma in the Presence of Counterstreaming Electrons,"Physical Review Letters 86 (23), 2003","N Attico, G Bertin, SV Bulanov, F Califano, F Pegoraro",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:VBJ_PWRubgUC
2003,Tearing instability of a force-free magnetic configuration in a collisionless plasma,"Plasma Physics Reports 29 (6), 449-458, 2003","NA Bobrova, SV Bulanov, GE Vekstein, JI Sakai, K Machida, T Haruki",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Ug5p-4gJ2f0C
2003,Structurally unstable magnetic configurations in the three-dimensional geometry,"Doklady Physics 48 (5), 216-220, 2003","DP Kostomarov, IN Inovenkov, EY Echkina, AV Leonenko, VV Pichushkin, ...",7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:_axFR9aDTf0C
2003,Relativistic electromagnetic solitons in a warm quasineutral electron–ion plasma,"Physics of Plasmas 10 (3), 639-649, 2003","M Lontano, M Passoni, SV Bulanov",64,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:_Qo2XoVZTnwC
2003,High-order harmonics from an ultraintense laser pulse propagating inside a fiber,"Physical Review E 67 (1), 016405, 2003","SV Bulanov, TZ Esirkepov, NM Naumova, IV Sokolov",30,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:LPZeul_q3PIC
2003,RELATIVISTIC ELECTROMAGNETIC SUBCYCLE SOLITON,"Third International Sakharov Conference on Physics (2002) 1, 252-260, 2003","SV Bulanov, TZH Esirkepov, D Farina, K Nishihara, F Pegoraro",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:2LrnfYVLpIYC
2003,Ions acceleration in postsoliton plasma,unknown,"GI Dudnikova, SV Bulanov, K Mima",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:J-ba04ztB30C
2003,Study of emission spectrum of soliton in plasma,"Current means for plasma diagnostics and their application for materials and …, 2003","DV Dylov, FF Kamenets, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:I2jIoRS3jIgC
2003,超短パルス超高強度レーザーを用いた癌治療用イオン源の開発,"レーザー研究 31 (11), 721-729, 2003",松門宏治， 大道博行,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:kO05sadLmrgC
2003,3 超高強度レーザー化学/相対論工学 (シンポジウム VI: レーザー核融合とフロンティア科学),"プラズマ・核融合学会年会予稿集, 30, 2003",田島俊樹,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:u-coK7KVo8oC
2003,Development of the laser-plasma ion source for cancer therapy,"Reza Kenkyu 31 (11), 721-729, 2003","K Matsukado, SV Bulanov, H Daido",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=620&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:XvxMoLDsR5gC
2003,Propagation of a short proton beam through a thin plasma slab,"Physical Review E 68 (6), 066406, 2003","F Califano, F Pegoraro, SV Bulanov",11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=600&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tzM49s52ZIMC
2002,Steady-state visually evoked potential topography during processing of emotional valence in healthy subjects,"NeuroImage 17 (4), 1684-1692, 2002","AH Kemp, MA Gray, P Eide, RB Silberstein, PJ Nathan",108,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:roLk4NBRz8UC
2002,Test-retest reliability of the emotional Stroop task: Examining the paradox of measurement change,"The Journal of Psychology 136 (5), 514-520, 2002","P Eide, A Kemp, RB Silberstein, PJ Nathan, C Stough",98,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:0EnyYjriUFMC
2002,Neurophysiology and psychopharmacology of anticipatory anxiety,"Society for Neuroscience, 2002","MA Gray, AH Kemp, RB Silberstein, PJ Nathan",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:AXPGKjj_ei8C
2002,Individual differences in steady state visually evoked potential synchronization during mental rotation,"International journal of psychophysiology, 2002","FM Danieli, PL Nunez, RB Silberstein",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:tOudhMTPpwUC
2002,Olfactory modulation of steady-state visual evoked potential topography in comparison with differences in odor sensitivity.,"Journal of Psychophysiology 16 (2), 71, 2002","CM Owen, J Patterson, RB Silberstein",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=afATWNwAAAAJ&cstart=60&sortby=pubdate&citation_for_view=afATWNwAAAAJ:k_IJM867U9cC
2002,Three-dimensional relativistic electromagnetic subcycle solitons,"Physical review letters 89 (27), 275002, 2002","T Esirkepov, K Nishihara, SV Bulanov, F Pegoraro",117,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:QIV2ME_5wuYC
2002,Generation of high-quality charged particle beams during acceleration of ions by high-power laser radiation; O sozdanii puchkov s vysokim kachestvom v protsesse uskoreniya …,"Fizika Plazmy 28, 2002","SV Bulanov, TZ Esirkepov, FF Kamenets, AV Kuznetsov, J Kato, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:JXgvkMmzXXUC
2002,Generation of high-quality charged particle beams during the acceleration of ions by high-power laser radiation,"Plasma Physics Reports 28 (12), 975-991, 2002","SV Bulanov, TZ Esirkepov, FF Kamenets, Y Kato, AV Kuznetsov, ...",66,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:M3NEmzRMIkIC
2002,Three dimensional structure of the magnetic field generated by counter-streaming electron beams,"APS Division of Plasma Physics Meeting Abstracts 44, RP1. 081, 2002","F Califano, F Pegoraro, S Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:WgvcDLhf7hwC
2002,Ion acceleration in high frequency magnetic reconnection,"APS Division of Plasma Physics Meeting Abstracts 44, KP1. 019, 2002","T Lisseikina, SV Bulanov, F Califano, F Pegoraro",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:zwpXiJ37cpgC
2002,"Interaction of a localized, fast proton beam with a plasma foil","APS Division of Plasma Physics Meeting Abstracts 44, UP1. 017, 2002","F Califano, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:jSAVyFp_754C
2002,Relativistic interaction of laser pulses with plasmas,"AIP Conference Proceedings 634 (1), 380-387, 2002",SV Bulanov,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:U4n9YNQMCAIC
2002,Some recent developments in nonlinear relativistic plasma dynamics,"AIP Conference Proceedings 634 (1), 79-86, 2002","F Pegoraro, M Borghesi, SV Bulanov, F Califano, TZ Esirkepov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:5icHVeHT4IsC
2002,A three dimensional simulation of solitary waves in the laser wake,"AIP Conference Proceedings 634 (1), 107-114, 2002","T Esirkepov, K Nishihara, S Bulanov, F Pegoraro, F Kamenets, N Knyazev",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:HeT0ZceujKMC
2002,Relativistic electromagnetic solitons produced by ultrastrong laser pulses in plasmas,"AIP Conference Proceedings 634 (1), 87-98, 2002","M Lontano, SV Bulanov, F Califano, TZ Esirkepov, D Farina, J Koga, ...",7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:lmc2jWPfTJgC
2002,Proposed double-layer target for the generation of high-quality laser-accelerated ion beams,"Physical review letters 89 (17), 175003, 2002","TZ Esirkepov, SV Bulanov, K Nishihara, T Tajima, F Pegoraro, ...",379,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:2osOgNQ5qMEC
2002,Current sheet formation in three-dimensional magnetic configurations,"Physics of Plasmas 9 (9), 3835-3850, 2002","SV Bulanov, EY Echkina, IN Inovenkov, F Pegoraro",17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:WZBGuue-350C
2002,"Ion acceleration, magnetic field line reconnection, and multiple current filament coalescence of a relativistic electron beam in a plasma","Physics of Plasmas 9 (7), 2959-2970, 2002","J Sakai, S Saito, H Mae, D Farina, M Lontano, F Califano, F Pegoraro, ...",42,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:4OULZ7Gr8RgC
2002,Stability of a mass accreting shell expanding in a plasma,"Physical Review E 65 (6), 066405, 2002","SV Bulanov, F Pegoraro",21,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:olpn-zPbct0C
2002,A kinetic model for the one-dimensional electromagnetic solitons in an isothermal plasma,"Physics of Plasmas 9 (6), 2562-2568, 2002","M Lontano, SV Bulanov, J Koga, M Passoni, T Tajima",47,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:O3NaXMp0MMsC
2002,Feasibility of using laser ion accelerators in proton therapy; Vozmozhnost'primeneniya lazernogo uskoritelya ionov v protonnoj terapii,"Fizika Plazmy 28, 2002","SV Bulanov, VS Khoroshkov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:1desnc-wk2oC
2002,Electric field detection in laser-plasma interaction experiments via the proton imaging technique,"Physics of Plasmas 9 (5), 2214-2220, 2002","M Borghesi, DH Campbell, A Schiavi, MG Haines, O Willi, AJ MacKinnon, ...",508,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:WwIwg2wKZ0QC
2002,Feasibility of using laser ion accelerators in proton therapy,"Plasma Physics Reports 28 (5), 453-456, 2002","SV Bulanov, VS Khoroshkov",660,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:zYLM7Y9cAGgC
2002,"Nonlinear relativistic optics in the single cycle, single wavelength regime and kilohertz repetition rate","AIP Conference Proceedings 611 (1), 138-144, 2002","G Mourou, Z Chang, A Maksimchuk, J Nees, SV Bulanov, NM Naumova, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:I9gX6wnfuA8C
2002,Transformation of laser radiation into post-solitons with ion acceleration,"AIP Conference Proceedings 611 (1), 170-176, 2002","N Naumova, S Bulanov, T Esirkepov, D Farina, K Nishihara, F Pegoraro, ...",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=640&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:yTLRzDEmwhEC
2002,Reconnection processes in a laser plasma in the presence of counterstreaming electrons,"AIP Conference Proceedings 611 (1), 81-86, 2002","F Pegoraro, F Califano, N Attico, G Bertin, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=660&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:-DxkuPiZhfEC
2002,Relativistic interaction of ultra-short laser pulses with plasmas,"AIP Conference Proceedings 611 (1), 104-118, 2002","SV Bulanov, TZ Esirkepov, D Farina, FF Kamenets, VS Khoroshkov, ...",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=660&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ubry08Y2EpUC
